AEP1,AEP2,AEP3,AEP4,AEP5,AEP6,AEP7,AEP8,AEP9,AEP10,AEP11,AEP12,AEP13,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,RPM,DIAM,POWER,CP
6925.3,9016.1,11268,13612,15983,18326,20595,22754,24773,26627,28301,29782,31066,30370,1.64E+05,3.99E+05,7.46E+05,1.23E+06,1.87E+06,2.65E+06,3.53E+06,4.47E+06,5.40E+06,6.10E+06,6.41E+06,6.49E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,12.488,130,6.50E+06,0.49
6991.7,9121.1,11415,13799,16207,18581,20875,23053,25084,26947,28624,30106,31388,30370,1.64E+05,3.99E+05,7.46E+05,1.23E+06,1.87E+06,2.67E+06,3.61E+06,4.62E+06,5.59E+06,6.22E+06,6.45E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,13.222,130,6.50E+06,0.49
7033.6,9188.2,11509,13920,16352,18746,21056,23245,25285,27152,28832,30314,31594,30370,1.64E+05,3.99E+05,7.46E+05,1.23E+06,1.87E+06,2.68E+06,3.65E+06,4.73E+06,5.71E+06,6.29E+06,6.47E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,13.957,130,6.50E+06,0.49
7058.3,9228.2,11566,13993,16440,18846,21166,23363,25408,27278,28960,30442,31721,30370,1.64E+05,3.99E+05,7.46E+05,1.23E+06,1.87E+06,2.68E+06,3.68E+06,4.80E+06,5.80E+06,6.33E+06,6.48E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,14.691,130,6.50E+06,0.49
7071.6,9250,11597,14034,16488,18902,21228,23429,25477,27349,29032,30514,31793,30370,1.64E+05,3.99E+05,7.46E+05,1.23E+06,1.87E+06,2.68E+06,3.69E+06,4.84E+06,5.85E+06,6.35E+06,6.48E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,15.426,130,6.50E+06,0.49
7794.3,10002,12340,14741,17142,19495,21757,23896,25885,27705,29340,30780,32022,44671,2.04E+05,4.76E+05,8.79E+05,1.44E+06,2.14E+06,2.95E+06,3.81E+06,4.69E+06,5.51E+06,6.12E+06,6.41E+06,6.49E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,10.231,140,6.50E+06,0.49
7946.9,10232,12651,15128,17598,20006,22312,24483,26494,28326,29966,31405,32640,44671,2.04E+05,4.76E+05,8.79E+05,1.44E+06,2.17E+06,3.03E+06,3.98E+06,4.96E+06,5.83E+06,6.32E+06,6.47E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,10.913,140,6.50E+06,0.49
8043.4,10376,12845,15368,17876,20316,22646,24833,26854,28691,30332,31768,32999,44671,2.04E+05,4.76E+05,8.79E+05,1.44E+06,2.18E+06,3.08E+06,4.10E+06,5.16E+06,6.00E+06,6.40E+06,6.49E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,11.596,140,6.50E+06,0.49
8103.6,10467,12967,15519,18052,20512,22856,25054,27081,28921,30562,31997,33224,44671,2.04E+05,4.76E+05,8.79E+05,1.44E+06,2.18E+06,3.11E+06,4.19E+06,5.30E+06,6.11E+06,6.43E+06,6.49E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,12.278,140,6.50E+06,0.49
8138.9,10521,13040,15610,18158,20630,22983,25187,27219,29061,30701,32135,33360,44671,2.04E+05,4.76E+05,8.79E+05,1.44E+06,2.18E+06,3.12E+06,4.24E+06,5.39E+06,6.17E+06,6.45E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,12.96,140,6.50E+06,0.49
8157.2,10550,13079,15658,18215,20693,23052,25259,27293,29136,30777,32210,33434,44671,2.04E+05,4.76E+05,8.79E+05,1.44E+06,2.18E+06,3.12E+06,4.27E+06,5.44E+06,6.21E+06,6.46E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,13.642,140,6.50E+06,0.49
8165.3,10563,13097,15680,18241,20723,23084,25293,27327,29171,30812,32245,33468,44671,2.04E+05,4.76E+05,8.79E+05,1.44E+06,2.18E+06,3.12E+06,4.28E+06,5.47E+06,6.23E+06,6.46E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,14.324,140,6.50E+06,0.49
8961.6,11413,13967,16545,19083,21530,23850,26015,28005,29805,31405,32798,33985,61203,2.48E+05,5.60E+05,1.02E+06,1.66E+06,2.47E+06,3.40E+06,4.38E+06,5.36E+06,6.10E+06,6.42E+06,6.49E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,9.5493,150,6.50E+06,0.49
9102.5,11615,14228,16859,19439,21919,24263,26443,28441,30243,31840,33227,34405,61203,2.48E+05,5.60E+05,1.02E+06,1.66E+06,2.50E+06,3.49E+06,4.57E+06,5.60E+06,6.25E+06,6.46E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,10.186,150,6.50E+06,0.49
9189.6,11740,14390,17053,19660,22160,24517,26706,28708,30511,32106,33489,34662,61203,2.48E+05,5.60E+05,1.02E+06,1.66E+06,2.51E+06,3.54E+06,4.70E+06,5.75E+06,6.32E+06,6.48E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,10.823,150,6.50E+06,0.49
9240.7,11814,14487,17170,19792,22304,24670,26864,28869,30672,32265,33647,34816,61203,2.48E+05,5.60E+05,1.02E+06,1.66E+06,2.51E+06,3.57E+06,4.79E+06,5.85E+06,6.37E+06,6.49E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,11.459,150,6.50E+06,0.49
9267,11853,14538,17231,19862,22381,24751,26948,28954,30758,32351,33731,34898,61203,2.48E+05,5.60E+05,1.02E+06,1.66E+06,2.51E+06,3.59E+06,4.84E+06,5.90E+06,6.39E+06,6.49E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,12.096,150,6.50E+06,0.49
9278.4,11870,14560,17258,19893,22415,24787,26986,28993,30796,32389,33769,34935,61203,2.48E+05,5.60E+05,1.02E+06,1.66E+06,2.51E+06,3.59E+06,4.86E+06,5.93E+06,6.40E+06,6.49E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,12.732,150,6.50E+06,0.49
9282.4,11876,14568,17268,19905,22428,24801,27000,29007,30811,32404,33783,34949,61203,2.48E+05,5.60E+05,1.02E+06,1.66E+06,2.51E+06,3.59E+06,4.87E+06,5.94E+06,6.40E+06,6.49E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,13.369,150,6.50E+06,0.49
10147,12811,15540,18250,20878,23377,25717,27878,29844,31605,33156,34495,35622,79694,2.94E+05,6.49E+05,1.17E+06,1.90E+06,2.82E+06,3.87E+06,4.97E+06,5.91E+06,6.38E+06,6.49E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,8.9525,160,6.50E+06,0.49
10274,12986,15760,18507,21162,23682,26035,28202,30171,31930,33476,34808,35926,79694,2.94E+05,6.49E+05,1.17E+06,1.90E+06,2.85E+06,3.97E+06,5.15E+06,6.06E+06,6.43E+06,6.49E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,9.5493,160,6.50E+06,0.49
10349,13090,15889,18658,21331,23862,26224,28395,30364,32123,33666,34993,36107,79694,2.94E+05,6.49E+05,1.17E+06,1.90E+06,2.86E+06,4.04E+06,5.28E+06,6.15E+06,6.45E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,10.146,160,6.50E+06,0.49
10388,13144,15959,18740,21422,23960,26326,28499,30469,32227,33769,35094,36205,79694,2.94E+05,6.49E+05,1.17E+06,1.90E+06,2.87E+06,4.07E+06,5.35E+06,6.20E+06,6.46E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,10.743,160,6.50E+06,0.49
10406,13170,15991,18778,21465,24006,26374,28549,30519,32277,33818,35142,36252,79694,2.94E+05,6.49E+05,1.17E+06,1.90E+06,2.87E+06,4.08E+06,5.38E+06,6.22E+06,6.47E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,11.34,160,6.50E+06,0.49
10411,13178,16001,18790,21479,24021,26390,28565,30535,32293,33834,35158,36267,79694,2.94E+05,6.49E+05,1.17E+06,1.90E+06,2.87E+06,4.08E+06,5.39E+06,6.23E+06,6.47E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,11.937,160,6.50E+06,0.49
10412,13179,16003,18793,21481,24024,26393,28568,30539,32296,33837,35161,36270,79694,2.94E+05,6.49E+05,1.17E+06,1.90E+06,2.87E+06,4.08E+06,5.40E+06,6.23E+06,6.47E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,12.533,160,6.50E+06,0.49
11338,14185,17054,19860,22544,25066,27403,29541,31469,33183,34680,35961,37028,1.00E+05,3.43E+05,7.44E+05,1.34E+06,2.15E+06,3.19E+06,4.37E+06,5.52E+06,6.25E+06,6.47E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,8.4258,170,6.50E+06,0.49
11449,14332,17234,20065,22768,25302,27646,29786,31714,33425,34916,36190,37250,1.00E+05,3.43E+05,7.44E+05,1.34E+06,2.16E+06,3.22E+06,4.48E+06,5.67E+06,6.32E+06,6.48E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,8.9876,170,6.50E+06,0.49
11508,14412,17331,20177,22890,25432,27780,29921,31849,33558,35046,36317,37373,1.00E+05,3.43E+05,7.44E+05,1.34E+06,2.16E+06,3.24E+06,4.54E+06,5.75E+06,6.36E+06,6.49E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,9.5493,170,6.50E+06,0.49
11536,14449,17377,20230,22948,25493,27843,29986,31913,33621,35109,36377,37431,1.00E+05,3.43E+05,7.44E+05,1.34E+06,2.16E+06,3.24E+06,4.57E+06,5.80E+06,6.37E+06,6.49E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,10.111,170,6.50E+06,0.49
11545,14463,17394,20250,22970,25516,27867,30010,31937,33645,35132,36400,37453,1.00E+05,3.43E+05,7.44E+05,1.34E+06,2.16E+06,3.24E+06,4.58E+06,5.82E+06,6.38E+06,6.49E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,10.673,170,6.50E+06,0.49
11548,14466,17398,20255,22975,25522,27873,30016,31943,33651,35138,36406,37459,1.00E+05,3.43E+05,7.44E+05,1.34E+06,2.16E+06,3.24E+06,4.59E+06,5.82E+06,6.38E+06,6.49E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,11.234,170,6.50E+06,0.49
11548,14466,17398,20255,22975,25522,27873,30016,31943,33651,35138,36406,37459,1.00E+05,3.43E+05,7.44E+05,1.34E+06,2.16E+06,3.24E+06,4.59E+06,5.82E+06,6.38E+06,6.49E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,11.796,170,6.50E+06,0.49
12523,15525,18504,21377,24092,26617,28935,31038,32921,34583,36024,37246,38255,1.22E+05,3.95E+05,8.44E+05,1.51E+06,2.42E+06,3.58E+06,4.88E+06,5.95E+06,6.41E+06,6.49E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,7.9577,180,6.50E+06,0.49
12614,15643,18644,21534,24261,26793,29114,31217,33099,34757,36193,37410,38413,1.22E+05,3.95E+05,8.44E+05,1.51E+06,2.43E+06,3.62E+06,4.98E+06,6.04E+06,6.43E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,8.4883,180,6.50E+06,0.49
12658,15700,18713,21612,24345,26881,29204,31307,33188,34844,36278,37492,38493,1.22E+05,3.95E+05,8.44E+05,1.51E+06,2.43E+06,3.64E+06,5.04E+06,6.09E+06,6.45E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,9.0188,180,6.50E+06,0.49
12675,15722,18739,21642,24377,26914,29238,31342,33222,34878,36311,37524,38523,1.22E+05,3.95E+05,8.44E+05,1.51E+06,2.43E+06,3.64E+06,5.06E+06,6.11E+06,6.45E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,9.5493,180,6.50E+06,0.49
12680,15729,18747,21651,24387,26924,29249,31352,33232,34888,36321,37534,38533,1.22E+05,3.95E+05,8.44E+05,1.51E+06,2.43E+06,3.64E+06,5.06E+06,6.12E+06,6.45E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,10.08,180,6.50E+06,0.49
12680,15729,18748,21652,24387,26925,29249,31353,33233,34889,36322,37535,38533,1.22E+05,3.95E+05,8.44E+05,1.51E+06,2.43E+06,3.64E+06,5.06E+06,6.12E+06,6.45E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,10.61,180,6.50E+06,0.49
12680,15729,18748,21652,24387,26925,29249,31353,33233,34889,36322,37535,38533,1.22E+05,3.95E+05,8.44E+05,1.51E+06,2.43E+06,3.64E+06,5.06E+06,6.12E+06,6.45E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,11.141,180,6.50E+06,0.49
13691,16820,19882,22799,25526,28038,30326,32387,34221,35829,37214,38380,39334,1.45E+05,4.50E+05,9.50E+05,1.69E+06,2.71E+06,3.99E+06,5.35E+06,6.22E+06,6.47E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,7.5389,190,6.50E+06,0.49
13762,16910,19988,22916,25649,28165,30454,32514,34346,35951,37332,38494,39443,1.45E+05,4.50E+05,9.50E+05,1.69E+06,2.71E+06,4.03E+06,5.43E+06,6.27E+06,6.48E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,8.0415,190,6.50E+06,0.49
13792,16948,20032,22965,25701,28219,30509,32569,34400,36003,37383,38543,39490,1.45E+05,4.50E+05,9.50E+05,1.69E+06,2.71E+06,4.05E+06,5.47E+06,6.29E+06,6.48E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,8.5441,190,6.50E+06,0.49
13801,16960,20045,22980,25717,28236,30526,32586,34416,36019,37398,38558,39504,1.45E+05,4.50E+05,9.50E+05,1.69E+06,2.71E+06,4.05E+06,5.48E+06,6.30E+06,6.48E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,9.0467,190,6.50E+06,0.49
13802,16961,20047,22982,25719,28238,30528,32588,34418,36021,37400,38560,39506,1.45E+05,4.50E+05,9.50E+05,1.69E+06,2.71E+06,4.05E+06,5.49E+06,6.30E+06,6.48E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,9.5493,190,6.50E+06,0.49
13802,16961,20047,22982,25719,28238,30528,32588,34418,36021,37400,38560,39506,1.45E+05,4.50E+05,9.50E+05,1.69E+06,2.71E+06,4.05E+06,5.49E+06,6.30E+06,6.48E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,10.052,190,6.50E+06,0.49
13802,16961,20047,22982,25719,28238,30528,32588,34418,36021,37400,38560,39506,1.45E+05,4.50E+05,9.50E+05,1.69E+06,2.71E+06,4.05E+06,5.49E+06,6.30E+06,6.48E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,10.554,190,6.50E+06,0.49
14835,18069,21192,24134,26857,29346,31596,33611,35393,36947,38277,39389,40290,1.70E+05,5.09E+05,1.06E+06,1.88E+06,3.01E+06,4.42E+06,5.74E+06,6.37E+06,6.49E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,7.162,200,6.50E+06,0.49
14887,18133,21265,24214,26941,29431,31682,33695,35476,37027,38354,39463,40361,1.70E+05,5.09E+05,1.06E+06,1.88E+06,3.01E+06,4.45E+06,5.80E+06,6.39E+06,6.49E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,7.6394,200,6.50E+06,0.49
14906,18157,21293,24244,26973,29464,31715,33728,35508,37058,38384,39492,40389,1.70E+05,5.09E+05,1.06E+06,1.88E+06,3.01E+06,4.47E+06,5.82E+06,6.40E+06,6.49E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,8.1169,200,6.50E+06,0.49
14909,18161,21297,24249,26978,29469,31720,33733,35512,37063,38389,39497,40393,1.70E+05,5.09E+05,1.06E+06,1.88E+06,3.01E+06,4.47E+06,5.83E+06,6.40E+06,6.49E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,8.5944,200,6.50E+06,0.49
14909,18161,21297,24249,26978,29469,31720,33733,35512,37063,38389,39497,40393,1.70E+05,5.09E+05,1.06E+06,1.88E+06,3.01E+06,4.47E+06,5.83E+06,6.40E+06,6.49E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,9.0718,200,6.50E+06,0.49
14909,18161,21297,24249,26978,29469,31720,33733,35512,37063,38389,39497,40393,1.70E+05,5.09E+05,1.06E+06,1.88E+06,3.01E+06,4.47E+06,5.83E+06,6.40E+06,6.49E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,9.5493,200,6.50E+06,0.49
14909,18161,21297,24249,26978,29469,31720,33733,35512,37063,38389,39497,40393,1.70E+05,5.09E+05,1.06E+06,1.88E+06,3.01E+06,4.47E+06,5.83E+06,6.40E+06,6.49E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,10.027,200,6.50E+06,0.49
6813.1,8788.7,10907,13112,15349,17573,19740,21817,23772,25581,27225,28690,29967,32172,1.69E+05,4.09E+05,7.63E+05,1.25E+06,1.88E+06,2.59E+06,3.35E+06,4.13E+06,4.86E+06,5.52E+06,6.05E+06,6.36E+06,6.47E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,11.018,130,6.50E+06,0.5
6968.6,9034.7,11255,13563,15898,18208,20449,22584,24584,26424,28087,29562,30841,32172,1.69E+05,4.09E+05,7.63E+05,1.26E+06,1.90E+06,2.66E+06,3.49E+06,4.37E+06,5.23E+06,5.95E+06,6.35E+06,6.47E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,11.753,130,6.50E+06,0.5
7070.7,9194.8,11477,13847,16239,18597,20877,23041,25062,26915,28586,30062,31339,32172,1.69E+05,4.09E+05,7.63E+05,1.26E+06,1.91E+06,2.70E+06,3.60E+06,4.56E+06,5.49E+06,6.16E+06,6.43E+06,6.49E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,12.488,130,6.50E+06,0.5
7136.6,9298.3,11621,14030,16457,18844,21147,23329,25361,27222,28895,30372,31646,32172,1.69E+05,4.09E+05,7.63E+05,1.26E+06,1.91E+06,2.73E+06,3.68E+06,4.71E+06,5.67E+06,6.27E+06,6.46E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,13.222,130,6.50E+06,0.5
7177.7,9363.7,11713,14147,16596,19002,21320,23512,25552,27417,29093,30569,31842,32172,1.69E+05,4.09E+05,7.63E+05,1.26E+06,1.91E+06,2.74E+06,3.73E+06,4.82E+06,5.79E+06,6.32E+06,6.48E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,13.957,130,6.50E+06,0.5
7201.7,9402.4,11767,14217,16680,19098,21424,23624,25668,27536,29213,30689,31961,32172,1.69E+05,4.09E+05,7.63E+05,1.26E+06,1.91E+06,2.74E+06,3.75E+06,4.89E+06,5.87E+06,6.36E+06,6.48E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,14.691,130,6.50E+06,0.5
7214.1,9422.6,11796,14254,16724,19149,21481,23684,25731,27601,29278,30754,32026,32172,1.69E+05,4.09E+05,7.63E+05,1.26E+06,1.91E+06,2.74E+06,3.77E+06,4.93E+06,5.91E+06,6.38E+06,6.49E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,15.426,130,6.50E+06,0.5
7958.4,10202,12574,15003,17427,19796,22069,24215,26206,28025,29656,31091,32325,46930,2.10E+05,4.88E+05,8.99E+05,1.47E+06,2.19E+06,3.01E+06,3.89E+06,4.79E+06,5.61E+06,6.19E+06,6.43E+06,6.49E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,10.231,140,6.50E+06,0.5
8109.7,10428,12878,15379,17867,20288,22602,24776,26786,28615,30249,31681,32909,46930,2.10E+05,4.88E+05,8.99E+05,1.47E+06,2.21E+06,3.09E+06,4.06E+06,5.06E+06,5.91E+06,6.36E+06,6.48E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,6.50E+06,10.913,140,6.50E+06,0.5
